,vendor,platform,firmware,module,guid,contains unstuffed,contains patch,rsm addrs,device,version,release_date
418,Lenovo,Client,lvfs/Lenovo/b7c4211f5597d8659358603aab95d6071ccf7a171716b84041973e1a3d6dbf12-Lenovo-ThinkPad-P52P72-SystemFirmware-1.33/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P52/P72,0.1.33,2020-01-15
419,Lenovo,Client,lvfs/Lenovo/84e82a61336f3b7c33dc16cb09e3de0fc97984cc208cb561ffe69e57c274ef17-Lenovo-ThinkPad-T490T590CML-SystemFirmware-1.14/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad T490,0.1.14,2020-01-21
420,Lenovo,Client,lvfs/Lenovo/66ba0d56224a0ad0312b7af11d1edc59a1fd1ef97a8fd678b81a66d7f9a3db48-Lenovo-ThinkPad-T490T590CML-SystemFirmware-1.14P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x10e2,0x150e",ThinkPad T490,0.1.14,2020-01-21
421,Lenovo,Client,lvfs/Lenovo/cb161af8a0fe858b8881b82c6ed36f598739c2b181658d90badafa2c645ca184-Lenovo-ThinkPad-T490T590CML-SystemFirmware-1.17P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad T490,0.1.17,2020-01-21
422,Lenovo,Client,lvfs/Lenovo/ec02bfcd826001e7c8b2350ed543eeb54b8511a694fe2446c1f1dd51834b1d93-Lenovo-ThinkPad-T490T590CML-SystemFirmware-1.17/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad T490,0.1.17,2020-01-21
423,Lenovo,Client,lvfs/Lenovo/35e456cf667db3a5248101b3e3ce5889fa32b3c4cae18bb782401a47f0ed6567-Lenovo-ThinkPad-P1X1Extreme-SystemFirmware-0.1.27/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P1/X1 Extreme,0.1.27,2020-02-06
424,Lenovo,Client,lvfs/Lenovo/abaed405039b36f5183654653034dcbfac2805862d6fa28cfd12bb1a86c24540-Lenovo-ThinkPad-P51-SystemFirmware-1.51/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x93ec,0x890c,0x8617",ThinkPad P51,0.1.51,2020-02-10
425,Lenovo,Client,lvfs/Lenovo/4ac461a91d777d418f285530b1803155334f5be46b45c986ceb304021f26318f-Lenovo-ThinkPad-P71-SystemFirmware-1.30/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x890c,0x8617,0x93ec",ThinkPad P71,0.1.30,2020-02-10
426,Lenovo,Client,lvfs/Lenovo/df441ea3306e9c30b8b196b2dc105f7b1dd0742b6702d3a2b73c68d1fa7f71a0-Lenovo-ThinkStation-P330-SystemFirmware-M1VKT51A/M1VKT51A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa774,0xb740,0xaad2",ThinkStation P330,0x10051,2020-03-03
427,Lenovo,Client,lvfs/Lenovo/cccdbff8d115b7c7a79d15959cc138cd05982cdf03464c845cd0881aa155bf5c-Lenovo-ThinkPad-P52P72-SystemFirmware-1.34/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x13e2,0x201e",ThinkPad P52/P72,0.1.34,2020-03-10
428,Lenovo,Client,lvfs/Lenovo/921366096d2c0546810ce363ff678597b19e0a9d92fd448ae6e7c1c9c9de3a7a-Lenovo-ThinkStation-P320-SystemFirmware-S06KT51A/S06KT51A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8339,0x8044,0x8e1c",ThinkStation P320,0x33,2020-03-16
429,Lenovo,Client,lvfs/Lenovo/c0d1e0ac4fed22e7fa3d4796298c0a76cd39363102fa7bef0287420db66aeb1b-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.06/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad X13YogaGen1,0.1.06,2020-04-15
430,Lenovo,Client,lvfs/Lenovo/a12c350c707c65d6fbe43056a37cdb936b8d7372122ad6547ec55d90c4720ecd-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.07/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad X13YogaGen1,0.1.07,2020-04-24
431,Lenovo,Client,lvfs/Lenovo/42573a47e5c3460c372ee1496679efdf308b248d016e50e2773104da4baadddf-Lenovo-ThinkStation-P920-SystemFirmware-S05KT44A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P920,0x2c,2020-04-28
432,Lenovo,Client,lvfs/Lenovo/42f2739cab6a20c168fc3e6d1e9bcde6bbb1ee821d61e4eb1e1d96a9413007d6-Lenovo-ThinkStation-P720-SystemFirmware-S04KT44A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9908,0x9b7d",ThinkStation P720,0x2c,2020-04-28
433,Lenovo,Client,lvfs/Lenovo/23efe1fd72fc3b4caf1c3413b8d7c561aa637c163b8aaff567367a6ad7710827-Lenovo-ThinkPad-P52P72-SystemFirmware-1.36/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P52/P72,0.1.36,2020-05-11
434,Lenovo,Client,lvfs/Lenovo/13dfcbca3b835f0ab777398341fed2cdf239a85c1d724d7b0076d5722cb32162-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.18/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad X13YogaGen1,0.1.18,2020-05-15
435,Lenovo,Client,lvfs/Lenovo/2252db739f321440a3aa04255f3471f953bc6a0aa58677601c2bb0f2130a4477-Lenovo-ThinkPad-P1X1Extreme-SystemFirmware-0.1.30/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x201e,0x13e2,0x1084",ThinkPad P1/X1 Extreme,0.1.30,2020-05-15
436,Lenovo,Client,lvfs/Lenovo/b1db7bbaf790e2cd1fc1cc09d1426c565c81b3e8829cf5374bcbafcdf79a2317-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT38A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x96b4,0x9ae9,0x9c69",ThinkStation P520/ThinkStation P520c,38,2020-05-19
437,Lenovo,Client,lvfs/Lenovo/e1e8bce43785ae825769dcdca10591075b3b84ea63b84d2449837baae4743a81-Lenovo-ThinkStation-P920-SystemFirmware-S05KT46A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P920,0x2e,2020-05-26
438,Lenovo,Client,lvfs/Lenovo/f905d241056a6fb80531d0d9a42db8c86a34e988402136d2db2c4a7eb26a42a7-Lenovo-ThinkStation-P720-SystemFirmware-S04KT46A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9908,0x9b7d",ThinkStation P720,0x2e,2020-05-26
439,Lenovo,Client,lvfs/Lenovo/76c924e9e2e53ef4ebb3ddcc86c8cf2ac214f2e0a471280841183f8404df7837-Lenovo-ThinkStation-P330-SystemFirmware-M1VKT57A/M1VKT57A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa774,0xb740,0xaad2",ThinkStation P330,65623,2020-05-27
440,Lenovo,Client,lvfs/Lenovo/b48cb2aad0263ae413f944010ac0fbc3d53d34a51650424fa311f464133476da-Lenovo-ThinkPad-L570-SystemFirmware-0.1.47/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x939c,0x88bc,0x85c7",ThinkPad L570,0.1.47,2020-06-10
441,Lenovo,Client,lvfs/Lenovo/9ec665a6bfc3793d556164f68182fbefd328734d24cff82bbbc70dda6d8ec3f1-Lenovo-ThinkPad-L560-SystemFirmware-1.53/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa9b1,0xad27",ThinkPad L560,0.1.53,2020-06-17
442,Lenovo,Client,lvfs/Lenovo/a4f6fc8b4aac8bb12f2fac55f41dd9b2aeec6ad5fc7fafa86377805603e0e61c-Lenovo-ThinkPad-P51-SystemFirmware-1.52/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x890c,0x93ec,0x8617",ThinkPad P51,0.1.52,2020-06-18
443,Lenovo,Client,lvfs/Lenovo/95e434c5feeeeb4b2a138dd28d24368b7af89d035a849df79321ca49cb12e8c7-Lenovo-ThinkPad-P71-SystemFirmware-1.31/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x890c,0x93ec,0x8617",ThinkPad P71,0.1.31,2020-06-18
444,Lenovo,Client,lvfs/Lenovo/c287c200917b7f5fd534386140f61056be8d44ebbb0bedfe4c4b5db114aff8fd-Lenovo-ThinkPad-P52P72-SystemFirmware-1.37/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x1084,0x201e,0x13e2",ThinkPad P52/P72,0.1.37,2020-06-20
445,Lenovo,Client,lvfs/Lenovo/7fa70c6c1ab4b73525abcf60f6000bc94e3a2b1f2bbe572b8417ad20f5685cbf-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.21/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad X13YogaGen1,0.1.21,2020-06-22
446,Lenovo,Client,lvfs/Lenovo/39e26593c3d256b14a2f98fd78161957b266be66e1aeef1125abf28e483af243-N2WET27W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.17,2020-07-01
447,Lenovo,Client,lvfs/Lenovo/0580d9740e17768578472f5d1fbc5d5f988907acb5082898ba40cfd681aab7aa-N2WET30W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x10e2,0x150e",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.20,2020-07-01
448,Lenovo,Client,lvfs/Lenovo/20bd7e60739cab4c6bfc4eeb1ef745bcccb446a6a24616523299deeb914406d1-N2WET35W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.25,2020-07-01
449,Lenovo,Client,lvfs/Lenovo/337be423deb99549a308e0b730a4e109aaabc482a5b4d508268c7aa956a06195-N2WET29W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.19,2020-07-01
450,Lenovo,Client,lvfs/Lenovo/69329e9e2f08ce1bc0e7a1ea4e86e3211c03e18070d7d174a0001bd6bf30db93-N2WET36W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x10e2,0x150e",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.26,2020-07-01
451,Lenovo,Client,lvfs/Lenovo/a8b354dd639783080633f8d86e8fbff366ee9247c2a90ef6ec3abb84979a2f13-N2WET34W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x22e0,0x10e2",ThinkPad X1 Carbon Gen 8 /X1 Yoga Gen 5,0.1.24,2020-07-01
452,Lenovo,Client,lvfs/Lenovo/bf0bbb5cac5b32e16366c1ef9f45976a9c9d38f7c18b5cbf1d4441ccec0f6beb-Lenovo-ThinkStation-P320-SystemFirmware-S06KT53A/S06KT53A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8339,0x8044,0x8e1c",ThinkStation P320,53,2020-07-03
453,Lenovo,Client,lvfs/Lenovo/d71f812603ccb844007dc32368e8682f166a8084bcfb2bd09cac8bbc666f3929-Lenovo-ThinkStation-P330-SystemFirmware-M1VKT59A/M1VKT59A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xb740,0xaad2,0xa774",ThinkStation P330,65625,2020-07-07
454,Lenovo,Client,lvfs/Lenovo/2f3f2029193389449bd338a43593b58c07f0cc08e4727cbc86579cc373354ab2-Lenovo-ThinkPad-P1X1Extreme-SystemFirmware-0.1.31/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P1/X1 Extreme,0.1.31,2020-07-08
455,Lenovo,Client,lvfs/Lenovo/26e3a6b0e0396437f9fc7d8e86f2c8d8007ad8f008cffc7b86860d6760bceb2f-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT39A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9c69,0x9ae9,0x96b4",ThinkStation P520/ThinkStation P520c,0x27,2020-07-14
456,Lenovo,Client,lvfs/Lenovo/36047ab1e22f62aaee7d55566c9eb9e540c9fc72c163674c61a66d3a95efc165-Lenovo-ThinkCentre-M2A-SystemFirmware-M2AKT25A/m2akt25a.rom,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xa844,0xb810,0xaba2",ThinkCentre M90n-1,0x10025,2020-07-15
457,Lenovo,Client,lvfs/Lenovo/2eae89e553927b9b4e44dc04cbbdf3c4b3b26536dd211f870015df5b50c6e4f7-Lenovo-ThinkStation-P720-SystemFirmware-S04KT48A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9908,0x9b7d",ThinkStation P720,0x30,2020-07-24
458,Lenovo,Client,lvfs/Lenovo/81f0b6add2880ea1c7838e183aeb3e2790df880d34ff20a124e194161212f3fd-Lenovo-ThinkStation-P920-SystemFirmware-S05KT48A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9908,0x9b7d",ThinkStation P920,0x30,2020-07-24
459,Lenovo,Client,lvfs/Lenovo/00a60f879ec36885053f5e08d518c9f4b55a65c628e2a616853ec21029c0f60a-Lenovo-ThinkStation-P320-SystemFirmware-S06KT54A/S06KT54A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8044,0x8e1c,0x8339",ThinkStation P320,54,2020-07-24
460,Lenovo,Client,lvfs/Lenovo/aa7b47cdd37ea43ea3d587c4571f46b9411b5a0042fd1e238f07a3adf095b5dd-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.23/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x150e,0x10e2,0x22e0",ThinkPad X13YogaGen1,0.1.23,2020-07-27
461,Lenovo,Client,lvfs/Lenovo/87e88832e10693509a1463aeba02883ebb513388c25f4d644e7501d61e8e9614-Lenovo-ThinkCentre_M2T-System-Firmware-M2TKT2DA/M2TKT2DA.cap,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkCentre M90t/ThinkCentre M90s/ThinkCentre M80t/ThinkCentre M80s/ThinkCentre M70t/ThinkCentre M70s,65581,2020-07-31
462,Lenovo,Client,lvfs/Lenovo/840d5bc06d41426dd5c6968432f4cd90c27f0f441b8deef6e3b8fa577a55aff1-Lenovo-ThinkStation-P720-SystemFirmware-S04KT49A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P720,0x31,2020-08-05
463,Lenovo,Client,lvfs/Lenovo/603d888cc52c0b7b14e9b7c24f65d765045fcf46ea374f1df5f7463a9a5b40de-Lenovo-ThinkStation-P920-SystemFirmware-S05KT49A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P920,0x31,2020-08-05
464,Lenovo,Client,lvfs/Lenovo/d37705cb4a9ed573ef4802056e8a89f74f9a680b5e0a0a1017bd9c72065076b9-Lenovo-ThinkStation-P320-SystemFirmware-S06KT55A/S06KT55A.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8e1c,0x8339,0x8044",ThinkStation P320,55,2020-09-04
465,Lenovo,Client,lvfs/Lenovo/fc4cf13ad8473259fff673f3c6e0ba6bd58c956d7025c23b28a518d8e86bed12-Lenovo-ThinkStation-P520-P520c-SystemFirmware-S03KT41A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9ae9,0x96b4,0x9c69",ThinkStation P520/ThinkStation P520c,41,2020-09-17
466,Lenovo,Client,lvfs/Lenovo/0c96088ac25217ed05541a4c04712a4993334b459ea030b2d607d0ba4f088b37-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.25/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad X13YogaGen1,0.1.25,2020-09-21
467,Lenovo,Client,lvfs/Lenovo/04f18fa9a45aed8d12832c8b92e3eeec307833011ee6de339d5d2a1b05375c79-Lenovo-ThinkPad-P1X1Extreme-SystemFirmware-0.1.32/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x1084,0x201e",ThinkPad P1/X1 Extreme,0.1.32,2020-09-23
468,Lenovo,Client,lvfs/Lenovo/51cfd17b64ab027da097ecec493224d7446343ee0cc4a7bdb89a1c3126627322-Lenovo-M2W-SystemFirmware-M2WKT38A/M2WKT38A.cap,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x150e,0x22e0","ThinkCentre M70q, ThinkCentre M80q, ThinkCentre M90q, ThinkCentre M730q, ThinkCentre M930q, ThinkStation P340tiny",65592,2020-09-29
469,Lenovo,Client,lvfs/Lenovo/4838d0167611807b56778700530abf5e98bc2bf7d8d6bc0477c543af5265e1fe-R17ET24W/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad L14 Gen 1 / L15 Gen 1,0.1.07,2020-10-12
470,Lenovo,Client,lvfs/Lenovo/c45c4632c09cf89d32bcff23092bf6e70cd800092d36c38f3f5db99e4b7a17f2-Lenovo-ThinkStation-P330-SystemFirmware-M1VKT5DA/M1VKT5DA.ROM,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xb740,0xaad2,0xa774",ThinkStation P330,65629,2020-10-15
471,Lenovo,Client,lvfs/Lenovo/1e791d640477fcfe6f5b7f26b2c2146231de79b54edc2111f12f7818cf91c8c0-Lenovo-ThinkPad-X1Yoga3rd-SystemFirmware-0.1.41/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x8687,0x945c,0x897c",ThinkPad X1 Yoga 3rd,0.1.41,2020-10-20
472,Lenovo,Client,lvfs/Lenovo/7f3d4e42942615bf5642c1fc89c5f01bf91e796193cab97d840c7a8114b2a637-Lenovo-ThinkPad-L570-SystemFirmware-0.1.48/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x85c7,0x939c,0x88bc",ThinkPad L570,0.1.48,2020-10-22
473,Lenovo,Client,lvfs/Lenovo/7f1be667a4fd716949e3a7e6065f546fa6b4848a8c0652b1e6c9ada02da02c63-Lenovo-ThinkPad-X13T14s-SystemFirmware-1.17/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad T14s Gen 1 / ThinkPad X13 Gen 1,0.1.17,2020-10-23
474,Lenovo,Client,lvfs/Lenovo/948d94d4caec571abd9f1abff9edc1005fe37237be137c02516b7adbe06746b7-Lenovo-ThinkPad-X13T14s-SystemFirmware-1.20/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad T14s Gen 1 / ThinkPad X13 Gen 1,0.1.20,2020-10-23
475,Lenovo,Client,lvfs/Lenovo/3dfb7c1abc4247af540af19efa340aeb33f639b478467c11311e759a53094955-Lenovo-ThinkPad-X13T14s-SystemFirmware-1.21/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x22e0,0x150e",ThinkPad T14s Gen 1 / ThinkPad X13 Gen 1,0.1.21,2020-10-23
476,Lenovo,Client,lvfs/Lenovo/d19616ad6a58fa40d7c9edd8ac0da220dbbd39b12ea89222b53074049e9d5fd6-Lenovo-ThinkPad-X13T14s-SystemFirmware-1.23/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad T14s Gen 1 / ThinkPad X13 Gen 1,0.1.23,2020-10-23
477,Lenovo,Client,lvfs/Lenovo/55d282c331d7b86d3c4a3fecf7efaf665404f7b9774478f9e423cf3dacbcc968-Lenovo-ThinkPad-X13T14s-SystemFirmware-1.15/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad T14s Gen 1 / ThinkPad X13 Gen 1,0.1.15,2020-10-23
478,Lenovo,Client,lvfs/Lenovo/64db7afd35bda8b9ce96c784ede63ef11d76705ca5dfa48ccdcb6934a3d16a6f-Lenovo-ThinkPad-P15P17T15gT15pP15vGen1-SystemFirmware-1.15/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad P15 Gen 1/ P17 Gen 1/ P15g Gen 1/ T15p Gen 1/ P15v Gen 1,0.1.15,2020-10-26
479,Lenovo,Client,lvfs/Lenovo/48ec12f149a36da2932ca80486138b44a2ddab5b98c245c573112be70740472a-Lenovo-ThinkPad-L560-SystemFirmware-1.54/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0xad27,0xa9b1",ThinkPad L560,0.1.54,2020-10-26
480,Lenovo,Client,lvfs/Lenovo/e4fcf670e5504d21828da8f8f8d3c7a0929dafb2854af1746d268e4747f679ad-Lenovo-ThinkStation-P920-SystemFirmware-S05KT50A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P920,0x32,2020-10-26
481,Lenovo,Client,lvfs/Lenovo/bb152712a3ac34602b3d5c5e1862c905357ba841a45bda33cb38ac5ba79d9f06-Lenovo-ThinkStation-P720-SystemFirmware-S04KT50A/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x9b7d,0x9908",ThinkStation P720,0x32,2020-10-26
482,Lenovo,Client,lvfs/Lenovo/8f3c5aa32bf82477d4e6d92eec98dbb5e9918379643690d3fc42740b7a65db5c-Lenovo-ThinkPad-T580P52s-SystemFirmware-0.1.27/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x897c,0x8687,0x945c",ThinkPad T580/P52s,0.1.27,2020-10-26
483,Lenovo,Client,lvfs/Lenovo/461e3c8bcf7bbcacb32279adacd73aba05dac8230132c4e9b32d5fa93ef32ab4-Lenovo-ThinkPad-P53P73-SystemFirmware-1.26-W-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P53/P73,0.1.26,2020-10-27
484,Lenovo,Client,lvfs/Lenovo/bb0a6dc036d8e4cf1482ba42774734c81945f40af76d084f9989274d199cce02-Lenovo-ThinkPad-P53P73-SystemFirmware-1.26-P-BIOS/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,False,"0x13e2,0x201e,0x1084",ThinkPad P53/P73,0.1.26,2020-10-27
485,Lenovo,Client,lvfs/Lenovo/5242c8a55425bb65b9a2a60fcadf52edea50f78c9ef928dfc3cde7e1b1f8c6ef-Lenovo-ThinkPad-X13YogaGen1-SystemFirmware-0.1.27/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x10e2,0x150e",ThinkPad X13YogaGen1,0.1.27,2020-10-27
486,Lenovo,Client,lvfs/Lenovo/625eb7b40eff4c453344937f441adfaac2442eaa7c796157f917e78e088275ea-Lenovo-ThinkPad-X390CML-SystemFirmware-1.17/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x22e0,0x150e,0x10e2",ThinkPad X390,0.1.17,2020-11-02
487,Lenovo,Client,lvfs/Lenovo/a725b4cdb327a44e1c1ab65eb987bf6736a7984514671462916f20dfc27db190-Lenovo-ThinkPad-X390CML-SystemFirmware-1.17P/firmware.bin,PiSmmCpuDxeSmm,A3FF0EF5-0C28-42F5-B544-8C7DE1E80014,True,True,"0x10e2,0x150e,0x22e0",ThinkPad X390,0.1.17,2020-11-02
